"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"12:13:37.9905970 AM","netease.exe","3600","RegSetValue","HKCU\Software\Classes\Local Settings\MuiCache\1b\52C64B7E\LanguageList","SUCCESS","Type: REG_MULTI_SZ, Length: 20, Data: en-US, en"
"12:13:37.9908349 AM","netease.exe","3600","RegSetValue","HKCU\Software\Classes\Local Settings\MuiCache\1b\52C64B7E\LanguageList","SUCCESS","Type: REG_MULTI_SZ, Length: 20, Data: en-US, en"
"12:13:37.9910476 AM","netease.exe","3600","RegSetValue","HKCU\Software\Classes\Local Settings\MuiCache\1b\52C64B7E\LanguageList","SUCCESS","Type: REG_MULTI_SZ, Length: 20, Data: en-US, en"
"12:13:37.9913308 AM","netease.exe","3600","RegSetValue","HKCU\Software\Classes\Local Settings\MuiCache\1b\52C64B7E\LanguageList","SUCCESS","Type: REG_MULTI_SZ, Length: 20, Data: en-US, en"
"12:13:37.9916492 AM","netease.exe","3600","RegSetValue","HKCU\Software\Classes\Local Settings\MuiCache\1b\52C64B7E\LanguageList","SUCCESS","Type: REG_MULTI_SZ, Length: 20, Data: en-US, en"
"12:13:37.9918888 AM","netease.exe","3600","RegSetValue","HKCU\Software\Classes\Local Settings\MuiCache\1b\52C64B7E\LanguageList","SUCCESS","Type: REG_MULTI_SZ, Length: 20, Data: en-US, en"
"12:13:37.9921666 AM","netease.exe","3600","RegSetValue","HKCU\Software\Classes\Local Settings\MuiCache\1b\52C64B7E\LanguageList","SUCCESS","Type: REG_MULTI_SZ, Length: 20, Data: en-US, en"
"12:13:38.2162008 AM","netease.exe","3600","RegSetValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\SlowContextMenuEntries","SUCCESS","Type: REG_BINARY, Length: 100, Data: 60 24 B2 21 EA 3A 69 10 A2 DC 08 00 2B 30 30 9D"
"12:13:38.2220038 AM","netease.exe","3600","RegSetValue","HKCU\Software\Classes\Local Settings\MuiCache\1b\52C64B7E\LanguageList","SUCCESS","Type: REG_MULTI_SZ, Length: 20, Data: en-US, en"
"12:13:38.2298566 AM","netease.exe","3600","RegSetValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Run\cloudmusic","SUCCESS","Type: REG_SZ, Length: 170, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe"" --orpheus-startup=autorun"
"12:13:38.2443921 AM","netease.exe","3600","RegSetValue","HKCR\orpheus\URL Protocol","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.2457039 AM","netease.exe","3600","RegSetValue","HKCR\orpheus\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 118, Data: C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe,0"
"12:13:38.2465744 AM","netease.exe","3600","RegSetValue","HKCR\orpheus\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.2472503 AM","netease.exe","3600","RegSetValue","HKCR\orpheus\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.2481191 AM","netease.exe","3600","RegSetValue","HKCR\orpheus\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 144, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--webcmd=""%1"""
"12:13:38.2554068 AM","netease.exe","3600","RegSetValue","HKLM\SOFTWARE\Clients\Media\cloudmusic\Capabilites\ApplicationDescription","SUCCESS","Type: REG_SZ, Length: 114, Data: 网易云音乐是一款专注于发现与分享的音乐产品，依托专业音乐人、DJ、好友推荐及社交功能，为用户打造全新的音乐生活。"
"12:13:38.2559384 AM","netease.exe","3600","RegSetValue","HKLM\SOFTWARE\Clients\Media\cloudmusic\Capabilites\ApplicationName","SUCCESS","Type: REG_SZ, Length: 12, Data: 网易云音乐"
"12:13:38.2565963 AM","netease.exe","3600","RegSetValue","HKLM\SOFTWARE\Clients\Media\cloudmusic\Capabilites\ApplicationIcon","SUCCESS","Type: REG_SZ, Length: 118, Data: C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe,0"
"12:13:38.2712811 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.aac\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.aac"
"12:13:38.2734988 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.aac\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 128, Data: C:\Program Files (x86)\Netease\CloudMusic\resource\format.ico,0"
"12:13:38.2741464 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.aac\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.2748590 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.aac\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.2755532 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.aac\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 140, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--play=""%1"""
"12:13:38.2760624 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.aac\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.aac"
"12:13:38.2765165 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.aac\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 128, Data: C:\Program Files (x86)\Netease\CloudMusic\resource\format.ico,0"
"12:13:38.2769484 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.aac\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.2773767 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.aac\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.2778069 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.aac\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 140, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--play=""%1"""
"12:13:38.2840145 AM","netease.exe","3600","RegSetValue","HKCR\.AAC\cloudmuic_backup","SUCCESS","Type: REG_SZ, Length: 42, Data: WMP11.AssocFile.ADTS"
"12:13:38.2846766 AM","netease.exe","3600","RegSetValue","HKCR\.AAC\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.aac"
"12:13:38.2851104 AM","netease.exe","3600","RegSetValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.aac\Progid","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.aac"
"12:13:38.2867891 AM","netease.exe","3600","RegSetValue","HKLM\SOFTWARE\Clients\Media\cloudmusic\Capabilites\.aac","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.aac"
"12:13:38.2993102 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.ape\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.ape"
"12:13:38.3003313 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.ape\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 128, Data: C:\Program Files (x86)\Netease\CloudMusic\resource\format.ico,0"
"12:13:38.3015919 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.ape\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.3024271 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.ape\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.3032691 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.ape\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 140, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--play=""%1"""
"12:13:38.3040439 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.ape\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.ape"
"12:13:38.3045771 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.ape\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 128, Data: C:\Program Files (x86)\Netease\CloudMusic\resource\format.ico,0"
"12:13:38.3051622 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.ape\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.3059754 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.ape\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.3069252 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.ape\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 140, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--play=""%1"""
"12:13:38.3132416 AM","netease.exe","3600","RegSetValue","HKCR\.ape\cloudmuic_backup","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.3139812 AM","netease.exe","3600","RegSetValue","HKCR\.ape\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.ape"
"12:13:38.3147428 AM","netease.exe","3600","RegSetValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.ape\Progid","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.ape"
"12:13:38.3152241 AM","netease.exe","3600","RegSetValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.ape\UserChoice\Progid","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.ape"
"12:13:38.3156690 AM","netease.exe","3600","RegSetValue","HKLM\SOFTWARE\Clients\Media\cloudmusic\Capabilites\.ape","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.ape"
"12:13:38.3266791 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.cda\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.cda"
"12:13:38.3277927 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.cda\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 128, Data: C:\Program Files (x86)\Netease\CloudMusic\resource\format.ico,0"
"12:13:38.3285801 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.cda\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.3293108 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.cda\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.3300576 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.cda\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 140, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--play=""%1"""
"12:13:38.3305595 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.cda\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.cda"
"12:13:38.3309948 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.cda\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 128, Data: C:\Program Files (x86)\Netease\CloudMusic\resource\format.ico,0"
"12:13:38.3314285 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.cda\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.3318553 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.cda\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.3322872 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.cda\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 140, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--play=""%1"""
"12:13:38.3389058 AM","netease.exe","3600","RegSetValue","HKCR\.cda\cloudmuic_backup","SUCCESS","Type: REG_SZ, Length: 40, Data: WMP11.AssocFile.CDA"
"12:13:38.3400430 AM","netease.exe","3600","RegSetValue","HKCR\.cda\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.cda"
"12:13:38.3406411 AM","netease.exe","3600","RegSetValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.cda\Progid","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.cda"
"12:13:38.3411497 AM","netease.exe","3600","RegSetValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.cda\UserChoice\Progid","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.cda"
"12:13:38.3416161 AM","netease.exe","3600","RegSetValue","HKLM\SOFTWARE\Clients\Media\cloudmusic\Capabilites\.cda","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.cda"
"12:13:38.3488837 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.flac\(Default)","SUCCESS","Type: REG_SZ, Length: 32, Data: cloudmusic.flac"
"12:13:38.3496926 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.flac\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 128, Data: C:\Program Files (x86)\Netease\CloudMusic\resource\format.ico,0"
"12:13:38.3504443 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.flac\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.3512408 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.flac\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.3521631 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.flac\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 140, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--play=""%1"""
"12:13:38.3526323 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.flac\(Default)","SUCCESS","Type: REG_SZ, Length: 32, Data: cloudmusic.flac"
"12:13:38.3530775 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.flac\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 128, Data: C:\Program Files (x86)\Netease\CloudMusic\resource\format.ico,0"
"12:13:38.3535012 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.flac\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.3539232 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.flac\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.3543514 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.flac\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 140, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--play=""%1"""
"12:13:38.3620112 AM","netease.exe","3600","RegSetValue","HKCR\.flac\cloudmuic_backup","SUCCESS","Type: REG_SZ, Length: 42, Data: WMP11.AssocFile.FLAC"
"12:13:38.3632702 AM","netease.exe","3600","RegSetValue","HKCR\.flac\(Default)","SUCCESS","Type: REG_SZ, Length: 32, Data: cloudmusic.flac"
"12:13:38.3644887 AM","netease.exe","3600","RegSetValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.flac\Progid","SUCCESS","Type: REG_SZ, Length: 32, Data: cloudmusic.flac"
"12:13:38.3681074 AM","netease.exe","3600","RegSetValue","HKLM\SOFTWARE\Clients\Media\cloudmusic\Capabilites\.flac","SUCCESS","Type: REG_SZ, Length: 32, Data: cloudmusic.flac"
"12:13:38.3772829 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.m4a\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.m4a"
"12:13:38.3781237 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.m4a\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 128, Data: C:\Program Files (x86)\Netease\CloudMusic\resource\format.ico,0"
"12:13:38.3788388 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.m4a\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.3795078 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.m4a\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.3816073 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.m4a\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 140, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--play=""%1"""
"12:13:38.3821829 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.m4a\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.m4a"
"12:13:38.3827778 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.m4a\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 128, Data: C:\Program Files (x86)\Netease\CloudMusic\resource\format.ico,0"
"12:13:38.3834426 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.m4a\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.3843954 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.m4a\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.3852717 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.m4a\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 140, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--play=""%1"""
"12:13:38.3953466 AM","netease.exe","3600","RegSetValue","HKCR\.m4a\cloudmuic_backup","SUCCESS","Type: REG_SZ, Length: 40, Data: WMP11.AssocFile.M4A"
"12:13:38.3961086 AM","netease.exe","3600","RegSetValue","HKCR\.m4a\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.m4a"
"12:13:38.3966090 AM","netease.exe","3600","RegSetValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.m4a\Progid","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.m4a"
"12:13:38.3979327 AM","netease.exe","3600","RegSetValue","HKLM\SOFTWARE\Clients\Media\cloudmusic\Capabilites\.m4a","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.m4a"
"12:13:38.4068108 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.mp3\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.mp3"
"12:13:38.4077775 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.mp3\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 128, Data: C:\Program Files (x86)\Netease\CloudMusic\resource\format.ico,0"
"12:13:38.4085374 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.mp3\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.4095653 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.mp3\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.4105601 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.mp3\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 140, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--play=""%1"""
"12:13:38.4110867 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.mp3\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.mp3"
"12:13:38.4115804 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.mp3\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 128, Data: C:\Program Files (x86)\Netease\CloudMusic\resource\format.ico,0"
"12:13:38.4128189 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.mp3\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.4133592 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.mp3\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.4138790 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.mp3\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 140, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--play=""%1"""
"12:13:38.4238475 AM","netease.exe","3600","RegSetValue","HKCR\.mp3\cloudmuic_backup","SUCCESS","Type: REG_SZ, Length: 40, Data: WMP11.AssocFile.MP3"
"12:13:38.4245297 AM","netease.exe","3600","RegSetValue","HKCR\.mp3\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.mp3"
"12:13:38.4250164 AM","netease.exe","3600","RegSetValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.mp3\Progid","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.mp3"
"12:13:38.4263591 AM","netease.exe","3600","RegSetValue","HKLM\SOFTWARE\Clients\Media\cloudmusic\Capabilites\.mp3","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.mp3"
"12:13:38.4336042 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.ogg\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.ogg"
"12:13:38.4342879 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.ogg\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 128, Data: C:\Program Files (x86)\Netease\CloudMusic\resource\format.ico,0"
"12:13:38.4350122 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.ogg\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.4357974 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.ogg\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.4366762 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.ogg\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 140, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--play=""%1"""
"12:13:38.4375962 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.ogg\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.ogg"
"12:13:38.4382138 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.ogg\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 128, Data: C:\Program Files (x86)\Netease\CloudMusic\resource\format.ico,0"
"12:13:38.4389208 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.ogg\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.4397054 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.ogg\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.4404638 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.ogg\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 140, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--play=""%1"""
"12:13:38.4507368 AM","netease.exe","3600","RegSetValue","HKCR\.ogg\cloudmuic_backup","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.4522317 AM","netease.exe","3600","RegSetValue","HKCR\.ogg\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.ogg"
"12:13:38.4531510 AM","netease.exe","3600","RegSetValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.ogg\Progid","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.ogg"
"12:13:38.4549466 AM","netease.exe","3600","RegSetValue","HKLM\SOFTWARE\Clients\Media\cloudmusic\Capabilites\.ogg","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.ogg"
"12:13:38.4628487 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.wav\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.wav"
"12:13:38.4636924 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.wav\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 128, Data: C:\Program Files (x86)\Netease\CloudMusic\resource\format.ico,0"
"12:13:38.4644556 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.wav\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.4652027 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.wav\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.4659412 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.wav\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 140, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--play=""%1"""
"12:13:38.4664275 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.wav\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.wav"
"12:13:38.4668627 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.wav\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 128, Data: C:\Program Files (x86)\Netease\CloudMusic\resource\format.ico,0"
"12:13:38.4672915 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.wav\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.4677549 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.wav\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.4682671 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.wav\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 140, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--play=""%1"""
"12:13:38.4759314 AM","netease.exe","3600","RegSetValue","HKCR\.wav\cloudmuic_backup","SUCCESS","Type: REG_SZ, Length: 40, Data: WMP11.AssocFile.WAV"
"12:13:38.4767896 AM","netease.exe","3600","RegSetValue","HKCR\.wav\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.wav"
"12:13:38.4775566 AM","netease.exe","3600","RegSetValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.wav\Progid","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.wav"
"12:13:38.4804140 AM","netease.exe","3600","RegSetValue","HKLM\SOFTWARE\Clients\Media\cloudmusic\Capabilites\.wav","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.wav"
"12:13:38.4920039 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.wma\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.wma"
"12:13:38.4930353 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.wma\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 128, Data: C:\Program Files (x86)\Netease\CloudMusic\resource\format.ico,0"
"12:13:38.4941429 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.wma\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.4950501 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.wma\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.4958389 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.wma\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 140, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--play=""%1"""
"12:13:38.4963618 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.wma\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.wma"
